latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
10.02536,26.81029,334.18,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.86,34.28,D
10.02537,26.73305,339.01,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.76,3.3,D
10.02548,26.83673,347.84,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.5,9.05,D
10.02594,23.59741,335.08,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.32,2.53,D
10.02614,24.67214,338.97,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.2,3.12,D
10.02773,26.80285,351.02,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,309.38,145.91,D
10.02834,26.80716,350.8,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,307.57,15.99,D
10.02894,26.81148,348.31,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,307.19,15.99,D
10.02897,26.78509,332.69,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.76,28.38,D
10.02926,23.5969,336.12,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,298.7,2.97,D
10.02958,26.78939,351.38,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,308.18,109.41,D
10.03004,24.67524,330.79,0.4,0.37,2025-11-04,1146,N,VIIRS,l,2.0NRT,305.05,2.4,D
10.03016,26.82012,341.56,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.54,5.95,D
10.03058,24.67884,334.61,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.4,2.4,D
10.03139,26.80232,349.89,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,307.71,10.34,D
10.03268,21.94961,333.82,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.6,4.89,D
10.03598,25.55977,338.05,0.42,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.47,3.89,D
10.03625,26.8369,338.89,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,308.61,7.86,D
10.03686,26.84123,332.13,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,305.51,6.86,D
10.03689,26.78834,334.42,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.89,3.09,D
10.0375,26.79264,344.09,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.99,3.09,D
10.04176,26.79642,341.26,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.38,7.11,D
10.04238,26.59191,347.72,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.91,6.08,D
10.0442,26.81368,342.89,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,307.97,6.36,D
10.04542,26.71705,333.67,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,306.17,3.54,D
10.0458,27.21294,339.16,0.5,0.41,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.8,5.31,D
10.046,26.59139,340.14,0.46,0.39,2025-11-04,1146,N,VIIRS,l,2.0NRT,310.44,31.07,D
10.04603,26.80021,343.77,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.66,4.03,D
10.04628,28.65105,341.01,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.68,7.89,D
10.04661,26.5956,353.04,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,308.53,14.38,D
10.04664,26.80452,345.02,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,308.88,8.68,D
10.04834,28.66571,347.83,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.14,9.6,D
10.04886,28.66937,344.71,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.44,9.6,D
10.05078,22.02132,340.79,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.68,2.87,D
10.05083,26.59929,335.02,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.53,14.38,D
10.05146,26.62938,332.12,0.46,0.39,2025-11-04,1146,N,VIIRS,l,2.0NRT,305.78,5.31,D
10.0525,28.07351,348.59,0.55,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.71,11.56,D
10.05326,26.61617,335.88,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.7,3.78,D
10.05347,28.67248,336.93,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.67,3.09,D
10.05387,26.6204,351.7,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.54,14.71,D
10.05394,26.75078,335.4,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,306.72,4.85,D
10.05399,28.67616,330.47,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.63,3.09,D
10.0545,28.67983,331.01,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.07,5,D
10.05455,26.75507,337.53,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.68,4.85,D
10.05458,26.83425,333.42,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,307.09,6.07,D
10.05498,28.65359,335.06,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.96,4.61,D
10.0565,27.84594,344.57,0.54,0.42,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.28,4.62,D
10.05661,27.84916,341,0.54,0.42,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.71,12.56,D
10.05684,23.59978,332.34,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,294.53,2.11,D
10.05705,28.66824,330.42,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.24,3.08,D
10.05757,28.67192,330.58,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.69,2.89,D
10.05825,26.83372,333.83,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,308.61,5.02,D
10.0587,21.97853,346.07,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.47,6.24,D
10.05878,26.7064,338.01,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,308.25,4.9,D
10.06037,28.54475,333.3,0.39,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,305.02,5.45,D
10.06054,26.64103,352.75,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,312.41,7.05,D
10.06114,26.64527,344.95,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,307.68,7.34,D
10.0613,26.82886,336.68,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.58,5.02,D
10.06181,26.7016,346.45,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.98,6.15,D
10.06192,26.83319,350.85,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,308.19,5.02,D
10.06234,26.62781,331.95,0.46,0.39,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.87,4.03,D
10.06242,26.70587,330.79,0.47,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.16,2.13,D
10.06295,26.63204,344.23,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,307.57,4.03,D
10.06356,26.63627,337.59,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.19,7.05,D
10.06364,26.71442,341.76,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,309.26,5.02,D
10.06413,28.60336,332.86,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.36,2.99,D
10.06417,26.6405,349.68,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,306,7.05,D
10.06542,27.99465,336.95,0.55,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,293.56,5.71,D
10.06667,23.28982,331.9,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,288,2.6,D
10.06667,26.70962,341.34,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.52,2.13,D
10.06871,28.60643,331.7,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.6,2.99,D
10.07075,21.87935,333.57,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.72,3.94,D
10.07321,28.78302,335.32,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.88,3.48,D
10.07413,21.87881,333.39,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.67,3.01,D
10.07448,26.66065,334.85,0.47,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.22,2.61,D
10.07995,27.04086,340.02,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.32,7.21,D
10.08252,27.11332,332.96,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.75,3.36,D
10.08491,27.04921,333.98,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.3,3.31,D
10.08499,27.10382,332.27,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.22,7.72,D
10.08516,27.30021,335.68,0.5,0.41,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.66,3.8,D
10.08524,27.29781,339.43,0.5,0.41,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.54,3.03,D
10.08562,27.1083,352.05,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.01,7.72,D
10.08687,27.11726,331.71,0.49,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.27,3.36,D
10.08799,27.04423,335.32,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.18,34.26,D
10.08892,27.29968,330.66,0.5,0.41,2025-11-04,1146,N,VIIRS,l,2.0NRT,301.14,3.8,D
10.089,27.29727,330.6,0.5,0.41,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.48,3.03,D
10.08934,27.10776,330,0.49,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.94,2.07,D
10.08999,26.56355,350.04,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.91,8.69,D
10.0961,25.09366,334.1,0.41,0.37,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.16,2.05,D
10.09617,25.09413,335.77,0.41,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.69,1.89,D
10.09664,25.09736,344.75,0.41,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,309.45,5.02,D
10.09672,25.09782,342.2,0.41,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,309.04,4.41,D
10.09761,24.79755,338.82,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.49,3.61,D
10.09828,28.60975,341.07,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.92,5.28,D
10.10005,25.09685,346.68,0.41,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.31,5.02,D
10.10286,28.61283,332.45,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.05,2,D
10.1083,23.45149,332.16,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,295.78,2.15,D
10.1091,27.85356,341.18,0.54,0.42,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.02,10.14,D
10.11002,28.28041,338.23,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.58,5.92,D
10.11163,28.28257,341.15,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.45,10.8,D
10.1121,26.69055,348.22,0.47,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,310.75,16.24,D
10.11216,26.68998,348.44,0.47,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,310.93,20.59,D
10.1123,27.84809,339.4,0.54,0.42,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.25,5.23,D
10.11261,24.73602,337.14,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.89,2.37,D
10.11398,28.0618,331.92,0.55,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.37,2.4,D
10.11684,23.81617,330.94,0.39,0.36,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.15,2.12,D
10.11693,23.17461,339.08,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.88,3.9,D
10.11802,28.2793,332.96,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.11,3.81,D
10.1197,28.61421,342.98,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.4,4.61,D
10.12063,28.68141,332.51,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.69,4.04,D
10.12411,23.4884,332.63,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,297.6,1.42,D
10.12473,28.68085,332.02,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.97,3.65,D
10.12611,22.34093,340.98,0.39,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.93,7.2,D
10.13037,28.69135,342.17,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.23,8.12,D
10.13088,28.69505,350.22,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.82,8.12,D
10.13111,22.28515,340.92,0.39,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.05,5.08,D
10.1319,28.70245,343.97,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.44,6.79,D
10.13192,28.67234,336.99,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,307.31,5.87,D
10.13242,23.83447,331.12,0.39,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.49,1.42,D
10.13696,23.46136,344.45,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.44,3.96,D
10.14028,23.46085,332.65,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,296.93,3.96,D
10.14119,23.113,335.75,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,295.45,12.03,D
10.14167,28.65226,331.21,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.91,4.88,D
10.14218,28.65594,367,0.4,0.44,2025-11-04,1146,N,VIIRS,h,2.0NRT,307.14,4.88,D
10.14269,28.65961,334.89,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.2,2.77,D
10.14522,28.52929,331.15,0.39,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.16,4.12,D
10.14928,28.52873,351.88,0.39,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.29,4.12,D
10.14986,28.65113,331.74,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.78,3.04,D
10.15095,21.92644,337.27,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.94,3.41,D
10.15289,22.35864,331.5,0.39,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.48,1.98,D
10.15776,21.97016,336.34,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.22,3.68,D
10.15832,21.97379,332.2,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.87,7.02,D
10.15891,28.27062,332.35,0.57,0.43,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.71,7.6,D
10.16113,21.96961,335.49,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.72,3.68,D
10.16362,28.27529,353.13,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.63,7.6,D
10.16497,28.8197,367,0.41,0.45,2025-11-04,1146,N,VIIRS,h,2.0NRT,303.37,12.1,D
10.16549,28.82347,336.02,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.57,5.33,D
10.16584,28.23247,331.03,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,297,1.94,D
10.16601,28.82724,367,0.41,0.45,2025-11-04,1146,N,VIIRS,h,2.0NRT,304.08,5.33,D
10.1672,24.94006,335.37,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.73,2.52,D
10.16762,28.27473,335.54,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.47,5.59,D
10.16775,24.94372,343.15,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.18,4.22,D
10.16796,28.30674,348.91,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.72,9.89,D
10.16852,28.52142,332.85,0.39,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,305.9,2.96,D
10.16911,28.81913,343.46,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.11,5.19,D
10.16963,28.82289,339.86,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.73,4.37,D
10.16979,25.50457,340.91,0.42,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,308.35,5.86,D
10.17068,28.83044,343.16,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.62,7.25,D
10.17114,24.94322,336.43,0.4,0.37,2025-11-04,1146,N,VIIRS,l,2.0NRT,308.52,5.83,D
10.17128,28.2423,351.1,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.58,11.57,D
10.17258,28.52086,331.77,0.39,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.91,2.96,D
10.17279,27.85467,330.52,0.54,0.42,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.9,3.48,D
10.1731,27.85264,331.23,0.54,0.42,2025-11-04,1146,N,VIIRS,n,2.0NRT,298.82,5.47,D
10.17342,28.55766,333.18,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.08,2.61,D
10.1735,22.40289,333.75,0.39,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.38,2.4,D
10.17378,28.82232,333.67,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.07,4.37,D
10.17391,28.56129,344.38,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.43,2.61,D
10.17431,28.8261,339.16,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.16,4.37,D
10.17448,25.4883,344.62,0.42,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.92,5.72,D
10.17599,28.24695,342.32,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.9,9.55,D
10.17624,28.60927,335.85,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.27,3.35,D
10.17643,28.45802,354.4,0.39,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.14,6,D
10.17672,28.25216,347.93,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.09,9.55,D
10.17708,28.2256,330.36,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,292.89,4.4,D
10.17725,25.50736,332.87,0.42,0.38,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.95,3.04,D
10.1775,28.55709,334.31,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.4,2.61,D
10.17767,27.2194,335.88,0.5,0.41,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.86,2.18,D
10.17793,28.82176,339.58,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.18,7.29,D
10.17794,25.48779,348.32,0.42,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.04,5.72,D
10.17845,28.82553,332,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.73,7.29,D
10.17849,25.4916,331.52,0.42,0.38,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.06,6.26,D
10.17959,25.49922,337.02,0.42,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.03,3.84,D
10.18015,25.50303,341.59,0.42,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.77,3.84,D
10.18071,28.2516,338.1,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.76,7.18,D
10.18108,28.28352,339.18,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.2,11,D
10.18109,28.84441,338.2,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.14,3.67,D
10.18144,28.25682,346.07,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.82,12.36,D
10.18206,28.31997,340.87,0.38,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.97,4.5,D
10.18207,28.82119,367,0.41,0.45,2025-11-04,1146,N,VIIRS,h,2.0NRT,305.42,7.29,D
10.1826,28.82496,350.75,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.03,7.29,D
10.18508,28.28296,337.26,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.62,3.19,D
10.18607,28.3194,341.52,0.38,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.55,4.5,D
10.18622,28.82062,346.69,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.14,8.18,D
10.18675,28.82439,351.04,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.99,8.18,D
10.18728,28.82816,333.8,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.23,2.01,D
10.18928,28.80037,346.59,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.32,6.7,D
10.19185,28.80066,356.82,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.33,14.86,D
10.1919,27.84495,338.32,0.54,0.42,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.15,4.69,D
10.19238,28.80441,335.29,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.72,4.64,D
10.19291,28.80818,340.47,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.38,4.64,D
10.19343,28.79979,348.6,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.31,6.7,D
10.19371,28.0333,332.25,0.55,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.44,4.11,D
10.19387,28.67805,332.15,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,306.5,3.07,D
10.1939,28.02995,333.37,0.55,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.46,3.16,D
10.19393,28.80356,333.2,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.87,5.58,D
10.19443,28.80733,344.46,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.32,5.58,D
10.19489,28.26559,348.41,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.01,11.75,D
10.19546,27.07064,336.48,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.71,2.83,D
10.19583,28.84952,335.2,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.76,4.55,D
10.19798,28.67748,345.41,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.91,5.21,D
10.19877,28.84971,332.4,0.41,0.45,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.02,4.03,D
10.19918,27.0701,342.47,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,308.97,8.8,D
10.1993,28.8535,346.98,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.7,4.03,D
10.2005,28.85274,345.54,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.9,4.55,D
10.20088,28.39649,330.55,0.39,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,302.88,1.68,D
10.20151,28.86034,342.02,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.52,5.09,D
10.20167,28.64313,337.19,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.03,4.09,D
10.20209,28.67691,342.92,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.42,5.21,D
10.20353,27.07405,337.35,0.49,0.4,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.15,8.8,D
10.20452,28.86052,341.67,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.43,6.17,D
10.20527,28.63888,331.49,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.01,3.23,D
10.20577,28.64256,347.53,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.98,4.09,D
10.20618,28.86357,335.99,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.1,2.91,D
10.20619,28.67635,342.6,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.58,6.13,D
10.20627,28.64625,340.02,0.4,0.44,2025-11-04,1146,N,VIIRS,n,2.0NRT,305.07,4.09,D
10.20684,26.5435,350.32,0.46,0.39,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.24,5.87,D
10.20725,27.07351,333.34,0.49,0.4,2025-11-04,1146,N,VIIRS,l,2.0NRT,304.8,6.27,D
10.20819,26.11884,348.66,0.44,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.97,6.45,D
10.20983,28.85919,335.51,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.38,6.63,D
10.21034,28.86299,338.38,0.41,0.45,2025-11-04,1146,N,VIIRS,n,2.0NRT,303.17,2.91,D
10.21158,25.14454,340.39,0.41,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,310.48,5.48,D
10.21173,26.11832,337.54,0.44,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,307.02,6.45,D
10.21179,25.14494,347.15,0.41,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,310.04,6.9,D
10.21295,21.98335,335.29,0.4,0.37,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.87,2.12,D
10.21469,26.11377,348.97,0.44,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,306.52,5.77,D
10.21527,26.1178,336.47,0.44,0.38,2025-11-04,1146,N,VIIRS,n,2.0NRT,304.89,4.78,D
10.22127,25.09047,334.84,0.41,0.37,2025-11-04,1146,N,VIIRS,l,2.0NRT,307.51,1.87,D
10.22139,28.25126,337.74,0.57,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,299.48,5.96,D
10.22177,27.36894,332.37,0.51,0.41,2025-11-04,1146,N,VIIRS,n,2.0NRT,297.09,2.72,D
10.22197,23.30801,335.8,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.41,3.55,D
10.2225,23.31151,335.02,0.38,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,300.48,3.55,D
10.22407,24.54977,347.22,0.39,0.36,2025-11-04,1146,N,VIIRS,n,2.0NRT,309.02,11.91,D
10.22461,24.55336,335.39,0.39,0.37,2025-11-04,1146,N,VIIRS,l,2.0NRT,306.01,11.91,D
10.22478,28.05478,333.99,0.56,0.43,2025-11-04,1146,N,VIIRS,n,2.0NRT,301.16,2.16,D
10.22639,28.5503,331.73,0.4,0.44,2025-11-04,1146,N,VIIRS,l,2.0NRT,303.92,1.8,D
10.22869,27.36322,348.09,0.51,0.41,2025-11-04,1146,N,VIIRS,n,2.0NRT,302.67,20.93,D
