latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
10.46493,29.2502,342.21,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.75,4.03,D
10.46565,29.25462,332.24,0.48,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.36,4.03,D
10.46778,31.25235,333.27,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.62,3.22,D
10.46921,30.57665,345.76,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.76,6.53,D
10.46983,30.58051,338.54,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.79,5.4,D
10.47246,27.83189,332.39,0.39,0.44,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.05,4.03,D
10.47268,30.57608,353.38,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.27,6.53,D
10.47329,30.57994,350.65,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.37,5.4,D
10.47404,28.90289,334.93,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.65,3.45,D
10.47475,29.19393,335.77,0.49,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.23,4.61,D
10.47481,28.90749,339.46,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.34,3.76,D
10.47554,30.57166,336.48,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,301.09,5.21,D
10.47587,27.83455,333.19,0.39,0.44,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.15,4.51,D
10.47594,30.61903,335.85,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.61,5.06,D
10.47615,30.57552,345.23,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,301.34,5.21,D
10.47655,30.62289,344.61,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.01,5.06,D
10.4778,28.90226,334.25,0.5,0.41,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.54,2.17,D
10.47857,28.90686,348.18,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.88,8.16,D
10.47917,29.19775,336.7,0.49,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.17,4.52,D
10.47979,29.22499,342.44,0.49,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.65,6.59,D
10.48144,29.19869,332.8,0.49,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.74,3.81,D
10.48186,30.3798,332.81,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.04,3.17,D
10.48187,30.56667,342.15,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,301.93,6.29,D
10.48205,29.21551,338.2,0.49,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.34,2.87,D
10.48248,30.57053,334.31,0.42,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.79,3.64,D
10.4833,30.53072,331.1,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,301.48,1.36,D
10.48534,30.56611,345.18,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,301.09,6.29,D
10.48599,30.38312,330.88,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.34,3.17,D
10.4882,30.56168,336.85,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,300.79,3.19,D
10.48835,27.75608,342.05,0.39,0.44,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.62,6.05,D
10.4896,29.22463,338.73,0.49,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.98,4.92,D
10.49088,29.22313,335.3,0.49,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.18,1.35,D
10.49479,29.27813,347.93,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.91,5.29,D
10.49489,28.61702,344.66,0.52,0.42,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.91,5.89,D
10.49575,29.27673,348.5,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.36,7.01,D
10.49646,29.28114,337.06,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.19,2.29,D
10.49739,28.61981,331.32,0.52,0.42,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.99,8.94,D
10.4977,28.08887,333.45,0.56,0.43,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.98,4.43,D
10.49847,29.27751,333.3,0.48,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.22,5.29,D
10.50138,30.54442,336.44,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.51,4.81,D
10.50372,27.79739,334.54,0.39,0.44,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.12,4.46,D
10.50385,32.2037,367,0.39,0.36,2025-11-06,1110,N,VIIRS,h,2.0NRT,329.37,150.14,D
10.50596,32.23948,367,0.39,0.36,2025-11-06,1110,N,VIIRS,h,2.0NRT,359.08,60.83,D
10.50651,32.243,340.06,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.24,60.83,D
10.50658,29.09828,333.41,0.49,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.95,1.73,D
10.50658,29.23541,343.78,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.03,9.02,D
10.50718,32.20317,340.56,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.04,41.65,D
10.50733,29.10277,331.47,0.49,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.21,1.73,D
10.50778,27.86931,338.49,0.39,0.44,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.61,3.55,D
10.50929,32.23895,343.35,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.66,60.83,D
10.51013,30.99049,331.08,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,303.98,1.17,D
10.51038,32.246,345.92,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,313.35,11.6,D
10.51042,31.25632,333.71,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.83,2.71,D
10.51051,32.20264,347.31,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.33,41.65,D
10.51105,32.20618,351.66,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.52,41.65,D
10.51231,30.01478,334.58,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.87,2.98,D
10.51345,30.01415,336.86,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.83,3.5,D
10.51383,32.20212,342.1,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.59,3.26,D
10.51434,27.76262,334.86,0.39,0.44,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.15,2.54,D
10.51607,30.72312,334.77,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.39,2.94,D
10.51608,29.99337,338.51,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.33,4.63,D
10.51707,30.72233,336.2,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.92,6.12,D
10.51771,30.40206,331.26,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.59,5.25,D
10.51874,30.00958,336.7,0.45,0.39,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.18,4.84,D
10.51952,30.72256,339.47,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.42,2.94,D
10.52169,31.01927,331.57,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.53,1.5,D
10.52197,30.86539,340.01,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.66,4.42,D
10.52252,29.98815,334.73,0.45,0.39,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.3,3.16,D
10.52321,30.98455,335.55,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.28,3.14,D
10.52407,29.68236,334.79,0.46,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.18,4.25,D
10.52497,26.1386,340.39,0.5,0.49,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.57,7.51,D
10.5254,30.86483,330.88,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.09,4.42,D
10.52578,26.14311,340.72,0.49,0.49,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.34,8.66,D
10.5271,31.07564,333.15,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.02,4.3,D
10.52728,30.37232,333.86,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.83,2.87,D
10.52904,29.43778,336.15,0.47,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.39,6.76,D
10.52907,29.43673,339.77,0.47,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.01,4.13,D
10.52945,26.1378,343.13,0.5,0.49,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.04,7.51,D
10.53026,26.14232,343.07,0.49,0.49,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.91,8.66,D
10.53348,26.66887,367,0.46,0.47,2025-11-06,1110,N,VIIRS,h,2.0NRT,312.98,12.97,D
10.53402,26.36061,340.79,0.48,0.48,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.33,4.28,D
10.53421,26.67304,342.62,0.46,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.13,12.97,D
10.53532,30.46724,349.82,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.42,8.05,D
10.53558,31.32747,331.13,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.3,2.02,D
10.53624,26.6079,347.72,0.46,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,311.53,10.22,D
10.53745,30.85569,333.06,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.9,3.65,D
10.53793,30.85507,338.16,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.6,1.92,D
10.53853,26.67228,353.91,0.46,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.22,10.3,D
10.53862,26.41368,344.98,0.48,0.48,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.86,5.24,D
10.5388,30.46667,339.36,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.89,4.96,D
10.53911,26.59871,353.57,0.46,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.97,9.41,D
10.53936,26.41803,343.8,0.47,0.48,2025-11-06,1110,N,VIIRS,n,2.0NRT,313.53,5.24,D
10.53948,30.93199,333.84,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.09,4.95,D
10.53984,26.60293,351,0.46,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.78,9.41,D
10.54011,31.33424,336.88,0.4,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,305,3.28,D
10.54022,28.90596,337.11,0.5,0.41,2025-11-06,1110,N,VIIRS,l,2.0NRT,309.41,6.24,D
10.54027,30.85136,340.12,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.16,3.65,D
10.54034,28.90728,338.39,0.5,0.41,2025-11-06,1110,N,VIIRS,l,2.0NRT,309.17,5.11,D
10.54072,28.84094,335.51,0.51,0.41,2025-11-06,1110,N,VIIRS,l,2.0NRT,310.05,6.15,D
10.541,28.83946,342.08,0.51,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.69,7.8,D
10.5427,27.5184,334.12,0.4,0.45,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.52,1.53,D
10.54334,31.02341,330.5,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.22,1.68,D
10.54376,26.41724,339.96,0.47,0.48,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.65,5.24,D
10.5445,30.5691,332.5,0.42,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.22,2.48,D
10.54492,26.60637,353.96,0.46,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,311.05,6.43,D
10.54526,28.84491,341.72,0.51,0.41,2025-11-06,1110,N,VIIRS,l,2.0NRT,312.73,7.96,D
10.54565,26.61058,348.99,0.46,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.72,6.43,D
10.54767,29.32338,341.07,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.17,4.19,D
10.549,29.07736,341.81,0.49,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.22,4.53,D
10.54935,31.61164,332.74,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.61,4.19,D
10.54975,30.93034,334.37,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.32,5.44,D
10.55097,30.52048,351.69,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.27,12.55,D
10.55198,29.07223,336.34,0.49,0.41,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.21,7.56,D
10.55261,26.44242,338.4,0.47,0.48,2025-11-06,1110,N,VIIRS,l,2.0NRT,311.32,4.48,D
10.55272,29.07674,345.62,0.49,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.43,7.56,D
10.55346,29.08125,343.91,0.49,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.12,4.9,D
10.55383,30.51605,333.3,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,302.84,13.42,D
10.5542,30.87231,346.27,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.84,6.71,D
10.55424,30.38402,330.27,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.54,2.98,D
10.55425,28.98943,342.09,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.84,7.14,D
10.55437,28.99286,342.83,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.45,7.54,D
10.55444,30.51992,367,0.43,0.38,2025-11-06,1110,N,VIIRS,h,2.0NRT,336.92,32.73,D
10.55506,30.52379,346.05,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.91,32.73,D
10.55623,30.35144,343.61,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.16,5.85,D
10.55644,29.07612,349.43,0.49,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.79,7.56,D
10.55669,27.71854,338.17,0.39,0.44,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.26,2.57,D
10.55718,29.08062,335.04,0.49,0.41,2025-11-06,1110,N,VIIRS,l,2.0NRT,309.38,4.9,D
10.5573,30.51549,331.46,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,298.06,13.42,D
10.55777,31.62137,339.15,0.4,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.88,4.27,D
10.55792,30.51936,367,0.43,0.38,2025-11-06,1110,N,VIIRS,h,2.0NRT,303.06,32.73,D
10.55799,26.45109,339.36,0.47,0.48,2025-11-06,1110,N,VIIRS,l,2.0NRT,310.87,6.93,D
10.55853,30.52323,350.52,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.36,32.73,D
10.55876,26.45539,337.6,0.47,0.48,2025-11-06,1110,N,VIIRS,l,2.0NRT,309.89,5.47,D
10.55921,26.45459,343.56,0.47,0.48,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.35,5.7,D
10.56002,29.99445,341.07,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.77,5.1,D
10.56139,30.5188,339.83,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,297.02,4.61,D
10.56193,30.45493,336.39,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.12,3.75,D
10.56201,30.52267,347.24,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,300.5,4.61,D
10.56317,30.46271,336.2,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.98,2.76,D
10.56322,30.35029,330.2,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.34,3.02,D
10.56357,29.99386,336.57,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.94,3.21,D
10.56369,30.3504,333.07,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.43,2.73,D
10.56385,30.35423,333.78,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.99,3.02,D
10.56433,30.35434,339.43,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.71,2.73,D
10.5646,28.63459,335.33,0.52,0.42,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.05,4.66,D
10.56665,30.46214,333.04,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.55,3.54,D
10.56675,31.99759,330.1,0.39,0.36,2025-11-06,1110,N,VIIRS,l,2.0NRT,302.84,1.39,D
10.5671,31.3074,331.77,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.02,2.19,D
10.56734,30.35365,340.83,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,302.73,3.02,D
10.56783,30.35376,334.08,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,300.81,2.73,D
10.56826,28.93557,339.39,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.22,3.4,D
10.56827,30.06782,344.01,0.44,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.21,4.73,D
10.57224,30.69837,347.93,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.95,4.34,D
10.57265,30.67872,334.21,0.42,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.23,2.07,D
10.57285,30.70218,332.98,0.42,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.15,4.34,D
10.57329,31.30264,334.81,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.2,4.28,D
10.57329,32.0619,333.09,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,302.82,2.9,D
10.57384,32.06544,336.07,0.39,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.87,2.9,D
10.57386,31.30632,334.48,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.38,4.28,D
10.57391,28.37984,330.54,0.54,0.42,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.53,3.37,D
10.57667,31.3021,335.13,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.42,4.69,D
10.5772,26.38077,333.85,0.48,0.48,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.87,8.28,D
10.57952,30.74409,337.99,0.42,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.42,2.93,D
10.58262,31.00609,335.34,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.39,3.64,D
10.58297,30.74352,344.12,0.42,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.94,5,D
10.58321,31.00983,344.02,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.53,3.64,D
10.5866,30.0237,331.63,0.44,0.39,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.42,3.79,D
10.58788,28.98378,339.83,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.83,6.59,D
10.58864,28.98831,345.69,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.48,6.59,D
10.58876,30.53421,337.52,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.82,3.65,D
10.59162,30.52976,333.72,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.75,2.47,D
10.59206,26.51572,338.83,0.47,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.41,4.81,D
10.59223,30.53363,334,0.42,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,302.13,2.47,D
10.59329,32.87582,342.3,0.38,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.58,2.42,D
10.59489,27.19485,348.02,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.91,7.72,D
10.59642,26.51496,342.29,0.47,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.92,4.81,D
10.59652,29.59759,340.52,0.46,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.82,6.13,D
10.59661,32.8753,335.63,0.38,0.36,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.54,1.88,D
10.59704,27.18255,367,0.42,0.45,2025-11-06,1110,N,VIIRS,h,2.0NRT,314.43,24.87,D
10.59717,26.51921,348.56,0.47,0.47,2025-11-06,1110,N,VIIRS,n,2.0NRT,313.6,19.73,D
10.59771,27.18641,345.66,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.16,7,D
10.59838,27.19027,341.15,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.32,7,D
10.59906,27.19412,367,0.42,0.45,2025-11-06,1110,N,VIIRS,h,2.0NRT,313.5,7.72,D
10.5997,31.58145,335.07,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,309.06,1.47,D
10.59973,27.19797,354.92,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,311.39,7.72,D
10.59991,27.72876,353.43,0.39,0.44,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.76,8.69,D
10.6006,29.30101,337.16,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.07,4.1,D
10.60073,30.98789,349.3,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.2,7.45,D
10.60085,31.61081,333.87,0.4,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.64,2.94,D
10.60121,27.18184,349.27,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.16,5.65,D
10.60202,29.30977,341.84,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.13,3.27,D
10.60204,28.95335,340.31,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.25,25.6,D
10.60329,29.75161,340.26,0.46,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.31,6.01,D
10.60457,27.2011,338.92,0.42,0.45,2025-11-06,1110,N,VIIRS,l,2.0NRT,311.07,6.93,D
10.60538,27.18111,352.65,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.51,5.65,D
10.60578,28.95271,342.14,0.5,0.41,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.32,25.6,D
10.6064,29.31354,335.08,0.48,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.29,4.91,D
10.60671,29.30084,336.01,0.48,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,306.91,8.01,D
10.60795,29.29976,347.4,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.73,8.98,D
10.6082,30.27029,332.03,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,302.65,2.63,D
10.60853,30.24992,341.74,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.22,4.43,D
10.6086,30.33965,337.34,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.52,3.47,D
10.60865,29.30414,353.32,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.88,8.98,D
10.60884,30.27425,337.67,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.55,2.63,D
10.60915,28.58092,336.05,0.52,0.42,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.99,6.2,D
10.60936,29.30853,341.41,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.44,4.91,D
10.61039,29.30022,339.48,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,308.8,8.01,D
10.61112,29.3046,353.98,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,310.1,8.01,D
10.61131,29.97855,335.03,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,304.31,3.38,D
10.61176,29.84791,333.32,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,302.87,9.7,D
10.61185,29.30898,336.46,0.48,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,310.07,8.39,D
10.61204,29.97789,339.17,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.34,3.13,D
10.61204,30.24935,332.51,0.43,0.38,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.06,4.49,D
10.61233,29.30353,348.39,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.88,5.81,D
10.61378,28.58504,343.13,0.52,0.42,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.8,6.2,D
10.61425,27.20734,347.25,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.44,8.26,D
10.61459,28.5898,344.98,0.52,0.42,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.09,5.41,D
10.61533,29.84732,345.47,0.45,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.26,9.7,D
10.616,29.3029,334.94,0.48,0.4,2025-11-06,1110,N,VIIRS,l,2.0NRT,308.2,5.81,D
10.61679,28.57962,331.68,0.52,0.42,2025-11-06,1110,N,VIIRS,l,2.0NRT,304.39,2.2,D
10.61841,28.58915,339.24,0.52,0.42,2025-11-06,1110,N,VIIRS,n,2.0NRT,307.27,3.18,D
10.61846,29.30336,335.57,0.48,0.4,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.25,6.59,D
10.6189,30.79216,343.09,0.42,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.98,5.11,D
10.61905,30.2482,335.77,0.43,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.51,2.49,D
10.61924,27.18665,342.73,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.26,3.59,D
10.61991,27.1905,340.13,0.42,0.45,2025-11-06,1110,N,VIIRS,l,2.0NRT,310.82,5.09,D
10.62058,27.19435,344.59,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,312.64,5.09,D
10.62126,30.89618,337.82,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,306.8,3.66,D
10.62253,29.5976,336.7,0.46,0.39,2025-11-06,1110,N,VIIRS,n,2.0NRT,305.99,4.52,D
10.62304,28.59327,330.55,0.52,0.42,2025-11-06,1110,N,VIIRS,l,2.0NRT,305.14,3.18,D
10.62324,27.20974,345.14,0.42,0.45,2025-11-06,1110,N,VIIRS,n,2.0NRT,313.77,6.7,D
10.62391,30.12057,331.43,0.44,0.38,2025-11-06,1110,N,VIIRS,n,2.0NRT,303.64,1.68,D
10.62468,30.89562,340.97,0.41,0.37,2025-11-06,1110,N,VIIRS,n,2.0NRT,309.49,3.66,D
10.62511,27.77932,335.86,0.39,0.44,2025-11-06,1110,N,VIIRS,l,2.0NRT,309.38,2.55,D
10.62527,30.89938,337.4,0.41,0.37,2025-11-06,1110,N,VIIRS,l,2.0NRT,307.59,6.49,D
10.62591,27.8083,337.39,0.39,0.44,2025-11-06,1110,N,VIIRS,l,2.0NRT,310.29,3.33,D
